date,open,high,low,close,volume,volume
2019-10-21,2957.9695,2973.7936,2950.3037,2968.9051,24223543.0,36733975.299
2019-10-22,2983.8371,2983.8371,2956.904,2973.2173,21001262.0,29912296.649
2019-10-23,2969.9848,2977.6799,2945.839,2954.3052,22633012.0,30608315.034
2019-10-24,2963.3389,2976.3656,2945.6802,2959.0317,24482739.0,34206450.579
2019-10-25,2955.5103,2970.5422,2935.0573,2967.0517,24522583.0,43830273.347
2019-10-28,2967.6278,2984.9436,2962.3971,2981.3615,28490213.0,42480534.075
2019-10-29,2982.4523,2984.353,2968.2099,2968.2831,21802993.0,34000117.675
2019-10-30,2966.7579,2971.8979,2946.9687,2952.1181,21820115.0,33653353.58
2019-10-31,2964.905,2966.5924,2948.327,2954.734,26277647.0,42158765.56
2019-11-01,2953.736,3005.1768,2947.6039,3002.6488,28879939.0,46727802.425
2019-11-04,3012.938,3025.6393,3011.2029,3022.2749,30906972.0,47783955.201
2019-11-05,3024.8697,3065.9329,3015.7965,3039.9772,38359862.0,55760630.462
2019-11-06,3041.42,3045.4578,3024.75,3032.7916,29174816.0,40808898.076
2019-11-07,3034.1557,3044.724,3021.689,3033.2991,23317946.0,34760202.782
2019-11-08,3052.6911,3055.6015,3011.3658,3012.4594,28297012.0,41316357.581
2019-11-11,2995.1423,2995.1423,2962.6837,2965.7075,28511827.0,40134019.774
2019-11-12,2972.9982,2978.1733,2954.7765,2971.3606,20527695.0,31297828.286
2019-11-13,2967.6216,2976.2637,2955.0982,2967.6702,22621812.0,37211948.985
2019-11-14,2975.4785,2980.6978,2964.9167,2968.5686,22123548.0,35768606.33
2019-11-15,2972.4816,2976.3702,2953.756,2954.7013,22029561.0,32519691.044
2019-11-18,2954.7759,2985.9703,2949.4736,2980.9457,23876300.0,34685922.029
2019-11-19,2973.5742,3000.7451,2973.5742,3000.7451,24265871.0,36274061.791
2019-11-20,2991.4207,2996.5056,2962.7139,2968.1238,22511696.0,33591330.119
